epoch,train_loss,val_loss,train_acc,val_acc,train_precision,val_precision,train_recall,val_recall,train_f1,val_f1,val_auroc
1,0.11571069061756134,0.10756684094667435,0.956677258014679,0.98089998960495,0.9661047458648682,0.995262622833252,0.9753599762916565,0.9664000272750854,0.970710277557373,0.980618953704834,0.9946231842041016
2,0.031319618225097656,0.01704476587474346,0.989209771156311,0.9946500062942505,0.9925025701522827,0.9946005344390869,0.9928399920463562,0.994700014591217,0.9926712512969971,0.9946502447128296,0.9996911287307739
3,0.019849015399813652,0.016513235867023468,0.9931549429893494,0.9948999881744385,0.9952806830406189,0.997687041759491,0.995419979095459,0.9921000003814697,0.9953503012657166,0.9948856830596924,0.999815821647644
4,0.014865812845528126,0.01657738909125328,0.9949066638946533,0.9951000213623047,0.9965002536773682,0.9932257533073425,0.9965800046920776,0.996999979019165,0.9965401291847229,0.9951093196868896,0.9997491240501404
5,0.012235622853040695,0.019788287580013275,0.9958340525627136,0.9941999912261963,0.9972197413444519,0.9974833726882935,0.9971200227737427,0.9908999800682068,0.9971698522567749,0.9941807985305786,0.9996306896209717
